id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
1422184,1cc99ce4-c374-4446-ac46-10a700ed00dd,2015-03-24,2015-03-24,,Mumbai,8826,chiefredearth,Chief RedEarth,2015-04-25 08:37:34 UTC,2022-09-27 05:11:08 UTC,needs_id,CC-BY-NC-ND,http://www.inaturalist.org/observations/1422184,https://inaturalist-open-data.s3.amazonaws.com/photos/1760254/medium.JPG,,,,1,0,false,,Maddur,12.5849,77.05,2422,,,,2422,,,false,,,,Mandya,Karnataka,India,Karnataka,Mandya,bugweed,Solanum mauritianum,bugweed,Plantae,133287
1422215,1848c962-88ee-4a22-bc0d-e3bb0ea95008,2015-03-24,2015-03-24,,Mumbai,8826,chiefredearth,Chief RedEarth,2015-04-25 09:14:19 UTC,2020-03-03 05:43:31 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/1422215,https://inaturalist-open-data.s3.amazonaws.com/photos/1760296/medium.JPG,,,,1,0,false,,Maddur,12.5849,77.05,2422,,,,2422,,,false,,,,Mandya,Karnataka,India,Karnataka,Mandya,tropical milkweed,Asclepias curassavica,tropical milkweed,Plantae,75602
1425641,17697efb-144f-4de7-a3ab-5bc6695185c2,2014-10-21,2014-10-21,,Hawaii,11318,satishnikam,Satish Nikam,2015-04-26 05:52:35 UTC,2019-07-08 12:12:03 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/1425641,https://inaturalist-open-data.s3.amazonaws.com/photos/1764524/medium.jpg,,,,0,0,false,,kurvande,18.701228,73.388553,7623,,,,7623,,,false,,,,Raigarh,Maharashtra,India,Maharashtra,Raigarh,Common Sow-Thistle,Sonchus oleraceus,Common Sow-thistle,Plantae,53294
1453662,8f943cad-eeca-4648-850d-fa2647773516,2015-04-25,2015-04-25,,Mumbai,8826,chiefredearth,Chief RedEarth,2015-05-04 07:33:56 UTC,2019-04-29 10:56:11 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/1453662,https://inaturalist-open-data.s3.amazonaws.com/photos/1801689/medium.JPG,,,,2,0,false,,"Bharmasagara, Karnataka",14.373428,76.191415,717,,,,717,,,false,,,,Chitradurga,Karnataka,India,Karnataka,Chitradurga,downy thorn-apple,Datura innoxia,downy thorn-apple,Plantae,161639
1453710,c7285773-040b-46fd-8833-3fef37578fcc,2015-04-25,2015-04-25,,Mumbai,8826,chiefredearth,Chief RedEarth,2015-05-04 09:07:53 UTC,2019-07-23 11:58:57 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/1453710,https://inaturalist-open-data.s3.amazonaws.com/photos/1801752/medium.JPG,,,,3,0,false,,"Bharmasagara, Karnataka",14.373428,76.191415,717,,,,717,,,false,,,,Chitradurga,Karnataka,India,Karnataka,Chitradurga,castor bean,Ricinus communis,castor bean,Plantae,56739
1456775,fa2cd2c3-9cd8-435f-8bbd-271956de1762,2015-05-01,2015-05-01,,Mumbai,8826,chiefredearth,Chief RedEarth,2015-05-05 11:44:27 UTC,2020-11-30 11:22:23 UTC,casual,CC-BY-NC-ND,http://www.inaturalist.org/observations/1456775,https://inaturalist-open-data.s3.amazonaws.com/photos/1806116/medium.JPG,,,,2,0,true,,"Kadahalli, Karnataka",13.274272,77.993136,403,,,,403,,,false,,,,Kolar,Karnataka,India,Karnataka,Kolar,Amapola,Ipomoea carnea,Bush Morning Glory,Plantae,164081
1456787,6063376e-bc1d-4baa-b58e-ea49881d86d1,2015-05-01,2015-05-01,,Mumbai,8826,chiefredearth,Chief RedEarth,2015-05-05 12:00:30 UTC,2021-05-20 01:47:41 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/1456787,https://inaturalist-open-data.s3.amazonaws.com/photos/1806130/medium.JPG,,,,2,0,false,,"Kadahalli, Karnataka",13.274272,77.993136,403,,,,403,,,false,,,,Kolar,Karnataka,India,Karnataka,Kolar,紅葉痲瘋樹,Jatropha gossypiifolia,Bellyache Bush,Plantae,119099
1490542,8873910a-1155-4869-b3ff-4ddfdc28c9b6,2015-05-11,2015-05-11,,Mumbai,99532,rinkisarkar,,2015-05-15 13:39:54 UTC,2019-07-18 09:48:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1490542,https://inaturalist-open-data.s3.amazonaws.com/photos/1847251/medium.JPG,,,,2,0,false,62,"Pune, IN-MH, IN",18.51957,73.85535,,,,,,,,false,,,,Pune,Maharashtra,India,Maharashtra,Pune,common lantana,Lantana camara,common lantana,Plantae,50333
1500880,9b84ee26-41a4-4815-a69e-7bd4016ca944,Tue Apr 14 2015 18:44:29 GMT+0530 (GMT+5:30),2015-04-14,2015-04-14 13:14:29 UTC,Chennai,100386,jayashreevk,,2015-05-17 10:38:28 UTC,2019-11-07 01:09:46 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1500880,https://inaturalist-open-data.s3.amazonaws.com/photos/1858954/medium.jpg,,,,1,0,false,3,"Pune, IN-MH, IN",18.7512533333,73.4708783333,,,,,,,,false,,,,Pune,Maharashtra,India,Maharashtra,Pune,common water hyacinth,Pontederia crassipes,common water hyacinth,Plantae,962637
1504725,1e5cbeb3-3612-4d1d-82d2-8ffa96bf22de,2015-05-17,2015-05-17,,Kolkata,100710,jyotishman16,,2015-05-18 03:07:23 UTC,2019-07-18 09:48:14 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1504725,https://inaturalist-open-data.s3.amazonaws.com/photos/1864082/medium.JPG,,"flowers, greatnatureproject",taken near tezpur koliabhumura bridge,2,0,false,62,"Sonitpur, IN-AS, IN",26.63333,92.8,,,,,,,,false,,,,Sonitpur,Assam,India,Assam,Sonitpur,common lantana,Lantana camara,common lantana,Plantae,50333
1505357,f55dc557-623a-435c-bf34-00705657cd18,2015-05-18,2015-05-18,,Chennai,98293,natarajan,natarajan.k,2015-05-18 06:21:15 UTC,2020-07-27 18:09:15 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1505357,https://inaturalist-open-data.s3.amazonaws.com/photos/1864919/medium.JPG,,green,Forest flower..Id not know,2,0,false,62,"Kancheepuram, IN-AP, IN",12.9918457635,80.0903320313,,,,,,,,false,,,,Kancheepuram,Tamil Nadu,India,Tamil Nadu,Kancheepuram,stinking passionflower,Passiflora foetida,stinking passionflower,Plantae,51448
1505490,59265138-16a9-40a2-824a-53df6c826d8a,2014-09-19,2014-09-19,,Chennai,90816,nikhilparasuraman,Nikhil ParasuRaman,2015-05-18 07:42:54 UTC,2021-03-24 22:25:34 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1505490,https://inaturalist-open-data.s3.amazonaws.com/photos/1865123/medium.JPG,,"GreatNature, Nikhil ParasuRaman, GNP, NatGeo, India, Port Blair, Andamans, Havelock",Beautiful Looking purple flower seen in Port Blair. ID Requested. Very different looking one I felt. ,3,0,false,,port blair,11.677202,92.73802,130,,,,130,,,false,,,,Andaman Islands,Andaman and Nicobar,India,Andaman and Nicobar,South Andaman,Quail Grass,Celosia argentea,Quail Grass,Plantae,160259
1506441,9c09858c-8db5-416b-98f1-fde7986ab7c2,2015-05-18 6:16:11 PM GMT+05:30,2015-05-18,2015-05-18 12:46:11 UTC,Chennai,100735,chandan,Chandan Pandey,2015-05-18 14:27:06 UTC,2019-08-04 04:38:52 UTC,research,,http://www.inaturalist.org/observations/1506441,https://static.inaturalist.org/photos/1866117/medium.jpg,,,Commonly know as plumed cockcomb,2,0,false,2,"Bangalore Rural, IN-KA, IN",13.2621959895,77.7162749568,6,,,,6,,,false,gps,gps,,Bangalore Rural,Karnataka,India,Karnataka,Bangalore Rural,Quail Grass,Celosia argentea,Quail Grass,Plantae,160259
1510128,8a503e22-6331-4719-b1a4-d61818acd96d,2015-05-19,2015-05-19,,Chennai,98293,natarajan,natarajan.k,2015-05-19 03:39:00 UTC,2018-06-25 13:51:08 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1510128,https://inaturalist-open-data.s3.amazonaws.com/photos/1870628/medium.JPG,,herbivore,some  forest  flower...,3,0,false,62,"Kancheepuram, IN-AP, IN",12.995191085,80.0971984863,,,,,,,,false,,,,Kancheepuram,Tamil Nadu,India,Tamil Nadu,Kancheepuram,stinking passionflower,Passiflora foetida,stinking passionflower,Plantae,51448
1510249,808cef4d-4062-4cd4-b05d-f5bc7013ea65,2015-05-18,2015-05-18,,Mumbai,96506,hjalgaonkar,Hitesh S. Jalgaonkar,2015-05-19 04:00:22 UTC,2020-10-11 10:01:11 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1510249,https://inaturalist-open-data.s3.amazonaws.com/photos/1870729/medium.JPG,,"India, Flora, Nature, wild, GreatNature, Tree, Maharashtra",The tree has conifer-like appearance and cone-like fruits. The species name equisetifolia refers to the resemblence of the leaves to a horse’s tail.,1,0,false,,"Galtare, Wada, Thane",19.655878,72.96688,31,,,,31,,,false,,,,Palghar,Maharashtra,India,Maharashtra,Palghar,Beach Sheoak,Casuarina equisetifolia,Beach Sheoak,Plantae,62888
1510380,5ef5ab17-50bf-407b-8694-a8cb405fb032,2015-05-17,2015-05-17,,Mumbai,99936,madhurixd,,2015-05-19 04:50:32 UTC,2022-04-16 02:32:08 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1510380,https://inaturalist-open-data.s3.amazonaws.com/photos/1870948/medium.JPG,,"DCP, GreatNature","Double Lavender Datura, shot at Maharashtra Nature Park, Mahim, Mumbai",2,0,false,62,"Mumbai City, IN-MH, IN",19.03333,72.85,,,,,,,,false,,,,Greater Bombay,Maharashtra,India,Maharashtra,Mumbai City,metel devil's trumpet,Datura metel,metel devil's trumpet,Plantae,48602
1515192,be90db65-fff0-4606-8b95-aacc37c75eb0,2015-05-17,2015-05-17,,Mumbai,101801,shreyasdesai3195,shreyas,2015-05-20 08:36:35 UTC,2019-09-10 13:42:01 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1515192,https://inaturalist-open-data.s3.amazonaws.com/photos/1877049/medium.jpg,,"Flowers, Trees, Leafs",,1,0,true,62,"Mumbai Suburban, IN-MH, IN",19.07283,72.88261,,,,,,,,false,,,,Greater Bombay,Maharashtra,India,Maharashtra,Mumbai Suburban,Lantana,Lantana camara,common lantana,Plantae,50333
1520355,761439c1-56dc-4816-8556-1088866590c8,2015-05-16,2015-05-16,,Mumbai,101546,pradeep,,2015-05-21 15:52:51 UTC,2019-07-30 19:42:47 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1520355,https://inaturalist-open-data.s3.amazonaws.com/photos/1883765/medium.JPG,,,,3,0,false,62,"Thane, IN-MH, IN",19.2,72.96667,,,,,,,,false,,,,Greater Bombay,Maharashtra,India,Maharashtra,Thane,Mexican prickly poppy,Argemone mexicana,Mexican prickly poppy,Plantae,128533
1523970,732d3546-78f8-49b8-a0b2-3faa5256eb33,2015-05-22 1:45:32 PM GMT+05:30,2015-05-22,2015-05-22 08:15:32 UTC,Chennai,100735,chandan,Chandan Pandey,2015-05-22 12:33:37 UTC,2024-05-02 16:34:25 UTC,needs_id,,http://www.inaturalist.org/observations/1523970,https://static.inaturalist.org/photos/1888737/medium.jpg,,,Lamiaceae,1,2,false,2,"Bangalore, IN-KA, IN",13.1173547395,77.5385004175,4,,,,4,,,false,gps,gps,,Bangalore,Karnataka,India,Karnataka,Bangalore,Wide Spikenard,Mesosphaerum suaveolens,Wide Spikenard,Plantae,870900
1530434,fe1e2a09-f5b4-4730-aaf6-804285600c68,2014-12-28,2014-12-28,,Chennai,104187,kumar,KumAr BlitHe,2015-05-23 13:34:38 UTC,2023-05-27 12:09:46 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1530434,https://inaturalist-open-data.s3.amazonaws.com/photos/1896215/medium.JPG,,sipder flower,i saw this flower on the roadside which was strange and attracted my mind towards it,1,0,true,,tagarapuvalasa,17.931111,83.428889,2296,,,,2296,,,false,,,,Vizianagaram,Andhra Pradesh,India,Andhra Pradesh,Vizianagaram,Siam weed,Chromolaena odorata,Siam weed,Plantae,199400
1536925,6bfb94bf-0b4b-4971-8c3d-f14d563e686f,2015-04-24,2015-04-24,,New Delhi,78093,soumendram,Somu Mukho,2015-05-24 15:18:51 UTC,2021-08-24 11:15:42 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1536925,https://inaturalist-open-data.s3.amazonaws.com/photos/1903936/medium.jpg,,"dcp, india, macro",,2,0,false,62,"Thane, IN-MH, IN",19.2,72.96667,,,,,,,,false,,,,Greater Bombay,Maharashtra,India,Maharashtra,Thane,紫花酢漿草,Oxalis debilis,Largeflower pink-sorrel,Plantae,61963
1541031,9631bb40-4f71-4c8d-9dd1-cc003c5f87ac,2015-05-22,2015-05-22,,New Delhi,104105,shylajesha,,2015-05-25 06:42:59 UTC,2018-06-25 13:51:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1541031,https://inaturalist-open-data.s3.amazonaws.com/photos/1909067/medium.JPG,,,,3,0,false,62,"Mysore, IN-KA, IN",12.29791,76.63925,,,,,,,,false,,,,Mysore,Karnataka,India,Karnataka,Mysore,stinking passionflower,Passiflora foetida,stinking passionflower,Plantae,51448
1541442,24d639f3-5213-4575-b414-e0300f398295,2014-08-22 11:18:40,2014-08-22,2014-08-22 05:48:40 UTC,Chennai,105109,meerkat,,2015-05-25 08:59:00 UTC,2019-07-18 09:48:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1541442,https://inaturalist-open-data.s3.amazonaws.com/photos/1909445/medium.jpg,,lantana,,2,0,false,,"Thrissur, IN-KL, IN",10.565352,76.170085,32,,,,32,,,false,,,,Thrissur,Kerala,India,Kerala,Thrissur,common lantana,Lantana camara,common lantana,Plantae,50333
1541859,8103320e-09a0-4872-8601-f04c40b50c5b,2012-10-20,2012-10-20,,Kolkata,105191,sudipto,Sudipto Chakraborty,2015-05-25 11:48:49 UTC,2024-09-02 16:09:58 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1541859,https://inaturalist-open-data.s3.amazonaws.com/photos/1909926/medium.jpg,,,,2,0,false,62,"Thiruvananthapuram, IN-KL, IN",8.7341,76.70671,,,,,,,,false,,,,Thiruvananthapuram,Kerala,India,Kerala,Thiruvananthapuram,White leadtree,Leucaena leucocephala,White leadtree,Plantae,47447
1542000,a08e68c6-7080-4c17-8626-2fc8fb09f806,2014-09-09,2014-09-09,,New Delhi,105179,moju303,,2015-05-25 12:51:53 UTC,2021-06-28 07:45:19 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1542000,https://inaturalist-open-data.s3.amazonaws.com/photos/1910125/medium.JPG,,"Nature, Plant, Green, Mimosa, Pudica","Mimosa Pudica(Also known Choui-Moui in Urdu), tickles childhood memories. Its flower is very beautiful.",0,0,true,62,"NCT of Delhi, IN-DL-WE, IN",28.65381,77.22897,,,,,,,open,false,,,,Delhi,Delhi,India,NCT of Delhi,West,Mimosa Pudica Flower,Mimosa pudica,Sensitive Plant,Plantae,51921
1542057,d8117baf-346d-4aeb-8edc-e3fef7aa097f,2014-10-17,2014-10-17,,New Delhi,105179,moju303,,2015-05-25 13:07:01 UTC,2021-06-30 12:19:41 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1542057,https://inaturalist-open-data.s3.amazonaws.com/photos/1910177/medium.JPG,,"Plant, Nature, Momosa, Pudica",Seed of Mimosa Pudica(Choui-Moui) plant.,0,0,true,62,"NCT of Delhi, IN-DL-WE, IN",28.65381,77.22897,,,,,,,open,false,,,,Delhi,Delhi,India,NCT of Delhi,West,Mimosa Pudica Seed,Mimosa pudica,Sensitive Plant,Plantae,51921
1544961,f9332ab4-16e8-4127-86e1-11eaa072e291,2015-05-23,2015-05-23,,Chennai,105422,amaresh,,2015-05-25 23:49:51 UTC,2016-11-24 22:31:06 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1544961,https://inaturalist-open-data.s3.amazonaws.com/photos/1913774/medium.jpg,,"flower, dcp, GreatNature",,2,0,false,62,"Mysore, IN-KA, IN",12.29791,76.63925,,,,,,,,false,,,,Mysore,Karnataka,India,Karnataka,Mysore,Common Lantana,Lantana camara,common lantana,Plantae,50333
1548180,e14c8aa2-b0e2-4455-b612-f2f802119238,2015-05-23,2015-05-23,,Chennai,104192,sureshjonna,Suresh Jonna,2015-05-26 15:42:39 UTC,2019-07-27 07:52:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1548180,https://inaturalist-open-data.s3.amazonaws.com/photos/1918023/medium.jpg,,,,3,0,false,,"Lingabudhi Lake, Mysore",12.269372,76.611978,2120,,,,2120,,,false,,,,Mysore,Karnataka,India,Karnataka,Mysore,Tridax daisy,Tridax procumbens,Tridax daisy,Plantae,169944
1548285,5baa03b6-3d50-46f9-86fe-2be591694c1b,2015-05-23,2015-05-23,,Chennai,104192,sureshjonna,Suresh Jonna,2015-05-26 16:04:28 UTC,2018-06-25 13:51:11 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1548285,https://inaturalist-open-data.s3.amazonaws.com/photos/1917975/medium.jpg,,"Flower, pink, yellow, green",,3,0,false,,"Lingabudhi Lake, Mysore ",12.269372,76.611978,2120,,,,2120,,,false,,,,Mysore,Karnataka,India,Karnataka,Mysore,stinking passionflower,Passiflora foetida,stinking passionflower,Plantae,51448
1549068,40d0b629-57fa-4c19-9058-cdc0efd8b9e5,2011-01-09,2011-01-09,,Chennai,104316,trenkova,,2015-05-26 18:58:13 UTC,2019-11-07 02:38:38 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1549068,https://inaturalist-open-data.s3.amazonaws.com/photos/1918808/medium.JPG,,,,1,0,false,,"Kerala backwaters, India",12.08138,75.191876,,,,,,,,false,,,,Kannur,Kerala,India,Kerala,Kannur,common water hyacinth,Pontederia crassipes,common water hyacinth,Plantae,962637
1551271,dc899177-398c-4274-b13f-1baaec5a931d,2015-05-27 10:29:00 AM GMT+05:30,2015-05-27,2015-05-27 04:59:00 UTC,Chennai,100735,chandan,Chandan Pandey,2015-05-27 06:18:17 UTC,2019-12-16 16:08:32 UTC,research,,http://www.inaturalist.org/observations/1551271,https://static.inaturalist.org/photos/1921569/medium.jpg,,,,3,0,false,2,"Bangalore, IN-KA, IN",13.0934662318,77.5768651209,8,,,,8,,,false,gps,gps,,Bangalore,Karnataka,India,Karnataka,Bangalore,Candlebush,Senna alata,Candelabra Bush,Plantae,81515
1554909,70a5c19a-961d-4785-9765-927568cf925a,2015-05-28,2015-05-28,,Chennai,90816,nikhilparasuraman,Nikhil ParasuRaman,2015-05-28 06:35:11 UTC,2020-06-11 21:21:59 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1554909,https://inaturalist-open-data.s3.amazonaws.com/photos/1925815/medium.jpg,,"GreatNature, Nikhil ParasuRaman, GNP, NatGeo, India, Chennai, Ameya",,2,0,false,,Chennai,13.01983,80.198849,32,,,,32,,,false,,,,Chennai,Tamil Nadu,India,Tamil Nadu,Chennai,common lantana,Lantana camara,common lantana,Plantae,50333
1554938,148ef5d7-e187-4f4e-9a41-38076b7a0a76,2015-05-28,2015-05-28,,Chennai,90816,nikhilparasuraman,Nikhil ParasuRaman,2015-05-28 06:52:35 UTC,2018-11-15 01:27:52 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1554938,https://inaturalist-open-data.s3.amazonaws.com/photos/1925858/medium.jpg,,"GreatNature, Nikhil ParasuRaman, GNP, NatGeo, India, Chennai, Ameya",ID Unknown,2,0,true,,chennai,13.019778,80.198817,32,,,,32,,,false,,,,Chennai,Tamil Nadu,India,Tamil Nadu,Chennai,Caladium,Caladium bicolor,Heart of Jesus,Plantae,283377
1559646,2e9ed41d-2c15-42c5-892f-e8eb4313d036,2015-04-15,2015-04-15,,Kolkata,106572,sugata,,2015-05-29 05:59:29 UTC,2019-11-07 02:38:41 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1559646,https://inaturalist-open-data.s3.amazonaws.com/photos/1930921/medium.jpg,,,My Village water tree.,2,0,false,62,"Kolkata, IN-WB, IN",22.56263,88.36304,,,,,,,,false,,,Kolkata and its Outskirts,Kolkata,West Bengal,India,West Bengal,Kolkata,common water hyacinth,Pontederia crassipes,common water hyacinth,Plantae,962637
1563586,e76fcaf6-6681-4f28-a8ff-5aa2adaae535,2013-03-26,2013-03-26,,Kolkata,106632,bk2015,B K RAY,2015-05-30 14:15:32 UTC,2025-02-03 09:11:58 UTC,casual,CC-BY-NC,http://www.inaturalist.org/observations/1563586,https://inaturalist-open-data.s3.amazonaws.com/photos/1935932/medium.JPG,,,          ,1,0,true,62,"Deoghar, IN-JH, IN",24.48983,86.69902,,,,,,,,false,,,,Deoghar,Jharkhand,India,Jharkhand,Deoghar,Heliconias,Heliconia psittacorum,Parrot's Beak,Plantae,260753
1563733,5005ec06-f733-45df-bcc6-2839ae2acf5c,Sat May 30 2015 08:31:00 GMT+0530 (GMT+5:30),2015-05-30,2015-05-30 03:01:00 UTC,Chennai,101717,ms62p,,2015-05-30 15:35:52 UTC,2021-06-27 20:48:14 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1563733,https://inaturalist-open-data.s3.amazonaws.com/photos/1988265/medium.jpg,,,Jatropha ,2,0,false,3,"Mysore, IN-KA, IN",12.3592333333,76.6121366667,,,,,,,,false,,,,Mysore,Karnataka,India,Karnataka,Mysore,Bellyache Bush,Jatropha gossypiifolia,Bellyache Bush,Plantae,119099
1573157,84dd9ff5-9935-4caa-bc0f-fb6502d493fd,2015-05-25,2015-05-25,,Chennai,103497,sudhakaran,Sudhakaran K K,2015-06-01 17:09:28 UTC,2018-06-25 13:51:19 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1573157,https://inaturalist-open-data.s3.amazonaws.com/photos/1945895/medium.JPG,,flower,flower,3,0,false,62,"Ernakulam, IN-KL, IN",9.98333,76.28333,,,,,,,,false,,,,Ernakulam,Kerala,India,Kerala,Ernakulam,stinking passionflower,Passiflora foetida,stinking passionflower,Plantae,51448
1573168,126be96e-67bb-421d-a411-91501494fbb5,2015-05-25,2015-05-25,,Chennai,103497,sudhakaran,Sudhakaran K K,2015-06-01 17:12:13 UTC,2019-03-03 12:47:10 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/1573168,https://inaturalist-open-data.s3.amazonaws.com/photos/1945915/medium.JPG,,flower,flower,2,0,false,62,"Ernakulam, IN-KL, IN",9.98333,76.28333,,,,,,,,false,,,,Ernakulam,Kerala,India,Kerala,Ernakulam,Blue Porterweed,Stachytarpheta jamaicensis,Blue Porterweed,Plantae,169322
1585292,2115f1aa-15cc-4140-8ace-02e17bb1b04e,2012-08-13 15:55:11,2012-08-13,2012-08-13 19:55:11 UTC,Eastern Time (US & Canada),210,csparr,Cyndy Sims,2015-06-04 01:24:52 UTC,2020-12-11 10:50:33 UTC,research,CC-BY,http://www.inaturalist.org/observations/1585292,https://inaturalist-open-data.s3.amazonaws.com/photos/1956367/medium.jpg,,,The local name (in English) because it likes to take over.,2,0,false,,"Sampaje, Karnataka, India",12.502508,75.559944,,,,,,,,false,,,,Kodagu,Karnataka,India,Karnataka,Kodagu,Siam weed,Chromolaena odorata,Siam weed,Plantae,199400
1585301,b487c999-763b-46c6-a7e6-11a100ed36ef,2012-08-12 11:40:01,2012-08-12,2012-08-12 15:40:01 UTC,Eastern Time (US & Canada),210,csparr,Cyndy Sims,2015-06-04 01:24:54 UTC,2022-09-30 15:47:40 UTC,research,CC-BY,http://www.inaturalist.org/observations/1585301,https://inaturalist-open-data.s3.amazonaws.com/photos/1956376/medium.jpg,,,"Rainforest Retreat at Mojo Plantation, near Madikeri, Coorg, Karnata, 12 August 2012",2,0,false,,"Kalooru, Karnataka, India",12.491272,75.717511,,,,,,,,false,,,,Kodagu,Karnataka,India,Karnataka,Kodagu,trailing daisy,Sphagneticola trilobata,trailing daisy,Plantae,246102
1585356,59b095a4-0871-4b1c-a568-e083eeb96c3f,2012-08-11 18:39:06,2012-08-11,2012-08-11 22:39:06 UTC,Eastern Time (US & Canada),210,csparr,Cyndy Sims,2015-06-04 01:38:32 UTC,2023-08-29 12:31:22 UTC,research,CC-BY,http://www.inaturalist.org/observations/1585356,https://inaturalist-open-data.s3.amazonaws.com/photos/1956455/medium.jpg,,,"Rainforest Retreat at Mojo Plantation, near Madikeri, Coorg, Karnata, 12 August 2012",2,0,false,,"Madikeri, Karnataka, India",12.415608,75.745736,,,,,,,open,false,,,,Kodagu,Karnataka,India,Karnataka,Kodagu,tropical soda-apple,Solanum viarum,tropical soda-apple,Plantae,169088
1585359,5d17e855-d061-4456-9305-fe793f8a1d98,2012-08-11 18:08:57,2012-08-11,2012-08-11 22:08:57 UTC,Eastern Time (US & Canada),210,csparr,Cyndy Sims,2015-06-04 01:38:32 UTC,2015-06-04 10:37:52 UTC,casual,CC-BY,http://www.inaturalist.org/observations/1585359,https://inaturalist-open-data.s3.amazonaws.com/photos/1956458/medium.jpg,,,"Rainforest Retreat at Mojo Plantation, near Madikeri, Coorg, Karnata, 12 August 2012",2,0,true,,"Madikeri, Karnataka, India",12.415608,75.745736,,,,,,,,false,,,,Kodagu,Karnataka,India,Karnataka,Kodagu,Polka Dot Plant,Hypoestes phyllostachya,Polka Dot Plant,Plantae,164011
1606144,782508ee-9f70-47c1-83fa-202f77df92c7,2015-06-07,2015-06-07,,Kolkata,100735,chandan,Chandan Pandey,2015-06-08 10:04:12 UTC,2018-06-25 13:51:06 UTC,research,,http://www.inaturalist.org/observations/1606144,https://static.inaturalist.org/photos/1975040/medium.jpg,,,,3,0,false,,"Ramanagara, IN-KA, IN",12.824023972,77.2074212755,25,,,,25,,,false,,,,Ramanagara,Karnataka,India,Karnataka,Ramanagara,stinking passionflower,Passiflora foetida,stinking passionflower,Plantae,51448
1621710,4533e0cc-94b1-4149-bcc5-98c54090b4ba,2015-06-12 4:26:22 PM GMT+05:30,2015-06-12,2015-06-12 10:56:22 UTC,Chennai,100735,chandan,Chandan Pandey,2015-06-12 13:09:23 UTC,2019-04-21 17:17:30 UTC,research,,http://www.inaturalist.org/observations/1621710,https://static.inaturalist.org/photos/1991464/medium.jpg,,,Z,2,0,false,2,"Bangalore, IN-KA, IN",13.0846207942,77.5779001699,8,,,,8,,,false,gps,gps,,Bangalore,Karnataka,India,Karnataka,Bangalore,three-lobe false mallow,Malvastrum coromandelianum,three-lobe false mallow,Plantae,165115
1621715,aa2e13cd-c9aa-4ada-ab8a-20c925ae99a6,2015-06-12 4:52:46 PM GMT+05:30,2015-06-12,2015-06-12 11:22:46 UTC,Chennai,100735,chandan,Chandan Pandey,2015-06-12 13:09:28 UTC,2025-04-01 20:44:37 UTC,research,,http://www.inaturalist.org/observations/1621715,https://static.inaturalist.org/photos/1991483/medium.jpg,,,,1,0,false,2,"Bangalore, IN-KA, IN",13.0848873078,77.5774587607,6,,,,6,,,false,gps,gps,,Bangalore,Karnataka,India,Karnataka,Bangalore,Brazilian Nightshade,Solanum seaforthianum,Brazilian Nightshade,Plantae,169083
